Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
CINCINNATI REDS,Jonathan India,batted-ball,Batter,Handedness,2022,vs L as R,1.22,23.1%,42.3%,34.6%,22.2%,0.0%,0.0%,0.0%,38.5%,38.5%,23.1%,38.5%,50.0%,11.5%,144,44,100
CINCINNATI REDS,Jonathan India,batted-ball,Batter,Handedness,2022,vs R as R,1.07,20.5%,41.0%,38.5%,16.7%,10.0%,6.3%,0.0%,52.6%,32.1%,15.4%,23.1%,50.0%,26.9%,446,144,302
CINCINNATI REDS,Jonathan India,batted-ball,Batter,Handedness,2022,vs L,1.22,23.1%,42.3%,34.6%,22.2%,0.0%,0.0%,0.0%,38.5%,38.5%,23.1%,38.5%,50.0%,11.5%,144,44,100
CINCINNATI REDS,Jonathan India,batted-ball,Batter,Handedness,2022,vs R,1.07,20.5%,41.0%,38.5%,16.7%,10.0%,6.3%,0.0%,52.6%,32.1%,15.4%,23.1%,50.0%,26.9%,446,144,302
CINCINNATI REDS,Brandon Drury,batted-ball,Batter,Handedness,2022,vs L as R,0.88,17.5%,38.6%,43.9%,8.0%,32.0%,4.5%,0.0%,50.9%,21.1%,28.1%,14.0%,40.4%,45.6%,314,106,208
CINCINNATI REDS,Brandon Drury,batted-ball,Batter,Handedness,2022,vs R as R,1.16,20.0%,43.0%,37.0%,9.8%,16.4%,9.9%,0.0%,46.7%,30.9%,22.4%,19.4%,43.6%,37.0%,964,352,612
CINCINNATI REDS,Brandon Drury,batted-ball,Batter,Handedness,2022,vs L,0.88,17.5%,38.6%,43.9%,8.0%,32.0%,4.5%,0.0%,50.9%,21.1%,28.1%,14.0%,40.4%,45.6%,314,106,208
CINCINNATI REDS,Brandon Drury,batted-ball,Batter,Handedness,2022,vs R,1.16,20.0%,43.0%,37.0%,9.8%,16.4%,9.9%,0.0%,46.7%,30.9%,22.4%,19.4%,43.6%,37.0%,964,352,612
CINCINNATI REDS,Tommy Pham,batted-ball,Batter,Handedness,2022,vs L as R,1.32,12.1%,50.0%,37.9%,4.5%,18.2%,10.3%,0.0%,51.7%,27.6%,20.7%,10.3%,51.7%,37.9%,345,142,203
CINCINNATI REDS,Tommy Pham,batted-ball,Batter,Handedness,2022,vs R as R,1.20,19.3%,44.0%,36.7%,10.9%,12.7%,7.6%,0.0%,32.7%,39.3%,28.0%,13.3%,47.3%,39.3%,980,366,614
CINCINNATI REDS,Tommy Pham,batted-ball,Batter,Handedness,2022,vs L,1.32,12.1%,50.0%,37.9%,4.5%,18.2%,10.3%,0.0%,51.7%,27.6%,20.7%,10.3%,51.7%,37.9%,345,142,203
CINCINNATI REDS,Tommy Pham,batted-ball,Batter,Handedness,2022,vs R,1.20,19.3%,44.0%,36.7%,10.9%,12.7%,7.6%,0.0%,32.7%,39.3%,28.0%,13.3%,47.3%,39.3%,980,366,614
CINCINNATI REDS,Joey Votto,batted-ball,Batter,Handedness,2022,vs L as L,1.29,17.9%,46.2%,35.9%,28.6%,7.1%,0.0%,0.0%,25.6%,46.2%,28.2%,17.9%,51.3%,30.8%,326,127,199
CINCINNATI REDS,Joey Votto,batted-ball,Batter,Handedness,2022,vs R as L,0.96,22.8%,37.7%,39.5%,4.4%,11.1%,0.0%,0.0%,48.2%,34.2%,17.5%,12.3%,53.5%,34.2%,699,280,419
CINCINNATI REDS,Joey Votto,batted-ball,Batter,Handedness,2022,vs L,1.29,17.9%,46.2%,35.9%,28.6%,7.1%,0.0%,0.0%,25.6%,46.2%,28.2%,17.9%,51.3%,30.8%,326,127,199
CINCINNATI REDS,Joey Votto,batted-ball,Batter,Handedness,2022,vs R,0.96,22.8%,37.7%,39.5%,4.4%,11.1%,0.0%,0.0%,48.2%,34.2%,17.5%,12.3%,53.5%,34.2%,699,280,419
CINCINNATI REDS,Tyler Stephenson,batted-ball,Batter,Handedness,2022,vs L as R,1.55,17.6%,50.0%,32.4%,9.1%,9.1%,17.6%,0.0%,47.1%,32.4%,20.6%,20.6%,47.1%,32.4%,216,86,130
