Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
TAMPA BAY RAYS,Yandy Díaz,batted-ball,Batter,Handedness,2022,vs L as R,1.89,24.7%,49.3%,26.0%,10.5%,10.5%,2.8%,0.0%,37.0%,32.9%,30.1%,9.6%,47.9%,42.5%,337,137,200
TAMPA BAY RAYS,Yandy Díaz,batted-ball,Batter,Handedness,2022,vs R as R,1.87,18.5%,53.1%,28.4%,17.4%,2.2%,7.0%,0.0%,27.2%,37.0%,35.8%,18.5%,52.5%,29.0%,926,388,538
TAMPA BAY RAYS,Yandy Díaz,batted-ball,Batter,Handedness,2022,vs L,1.89,24.7%,49.3%,26.0%,10.5%,10.5%,2.8%,0.0%,37.0%,32.9%,30.1%,9.6%,47.9%,42.5%,337,137,200
TAMPA BAY RAYS,Yandy Díaz,batted-ball,Batter,Handedness,2022,vs R,1.87,18.5%,53.1%,28.4%,17.4%,2.2%,7.0%,0.0%,27.2%,37.0%,35.8%,18.5%,52.5%,29.0%,926,388,538
TAMPA BAY RAYS,Ji-Man Choi,batted-ball,Batter,Handedness,2022,vs L as L,4.0,41.2%,47.1%,11.8%,0.0%,0.0%,25.0%,100.0%,22.2%,50.0%,27.8%,16.7%,66.7%,16.7%,141,53,88
TAMPA BAY RAYS,Ji-Man Choi,batted-ball,Batter,Handedness,2022,vs R as L,1.2,22.4%,42.2%,35.3%,4.9%,17.1%,4.1%,0.0%,44.8%,35.3%,19.8%,6.0%,62.1%,31.9%,915,401,514
TAMPA BAY RAYS,Ji-Man Choi,batted-ball,Batter,Handedness,2022,vs L,4.0,41.2%,47.1%,11.8%,0.0%,0.0%,25.0%,100.0%,22.2%,50.0%,27.8%,16.7%,66.7%,16.7%,141,53,88
TAMPA BAY RAYS,Ji-Man Choi,batted-ball,Batter,Handedness,2022,vs R,1.2,22.4%,42.2%,35.3%,4.9%,17.1%,4.1%,0.0%,44.8%,35.3%,19.8%,6.0%,62.1%,31.9%,915,401,514
TAMPA BAY RAYS,Harold Ramírez,batted-ball,Batter,Handedness,2022,vs L as R,2.38,26.7%,51.7%,21.7%,15.4%,7.7%,6.5%,0.0%,35.0%,40.0%,25.0%,15.0%,55.0%,30.0%,286,92,194
TAMPA BAY RAYS,Harold Ramírez,batted-ball,Batter,Handedness,2022,vs R as R,2.0,19.4%,53.7%,26.9%,5.6%,8.3%,9.7%,0.0%,44.8%,38.1%,17.2%,16.4%,54.5%,29.1%,593,176,417
TAMPA BAY RAYS,Harold Ramírez,batted-ball,Batter,Handedness,2022,vs L,2.38,26.7%,51.7%,21.7%,15.4%,7.7%,6.5%,0.0%,35.0%,40.0%,25.0%,15.0%,55.0%,30.0%,286,92,194
TAMPA BAY RAYS,Harold Ramírez,batted-ball,Batter,Handedness,2022,vs R,2.0,19.4%,53.7%,26.9%,5.6%,8.3%,9.7%,0.0%,44.8%,38.1%,17.2%,16.4%,54.5%,29.1%,593,176,417
TAMPA BAY RAYS,Isaac Paredes,batted-ball,Batter,Handedness,2022,vs L as R,0.7,10.5%,36.8%,52.6%,20.0%,25.0%,7.1%,0.0%,44.7%,36.8%,18.4%,23.7%,50.0%,26.3%,205,69,136
TAMPA BAY RAYS,Isaac Paredes,batted-ball,Batter,Handedness,2022,vs R as R,1.0,13.3%,43.4%,43.4%,16.7%,22.2%,5.6%,0.0%,55.4%,20.5%,24.1%,9.6%,57.8%,32.5%,484,190,294
TAMPA BAY RAYS,Isaac Paredes,batted-ball,Batter,Handedness,2022,vs L,0.7,10.5%,36.8%,52.6%,20.0%,25.0%,7.1%,0.0%,44.7%,36.8%,18.4%,23.7%,50.0%,26.3%,205,69,136
TAMPA BAY RAYS,Isaac Paredes,batted-ball,Batter,Handedness,2022,vs R,1.0,13.3%,43.4%,43.4%,16.7%,22.2%,5.6%,0.0%,55.4%,20.5%,24.1%,9.6%,57.8%,32.5%,484,190,294
TAMPA BAY RAYS,Randy Arozarena,batted-ball,Batter,Handedness,2022,vs L as R,1.05,15.1%,43.4%,41.5%,18.2%,9.1%,0.0%,0.0%,32.1%,37.7%,30.2%,24.5%,37.7%,37.7%,284,104,180
TAMPA BAY RAYS,Randy Arozarena,batted-ball,Batter,Handedness,2022,vs R as R,2.17,19.8%,54.9%,25.3%,17.4%,17.4%,13.0%,0.0%,41.2%,36.8%,22.0%,18.1%,51.6%,30.2%,1102,400,702
TAMPA BAY RAYS,Randy Arozarena,batted-ball,Batter,Handedness,2022,vs L,1.05,15.1%,43.4%,41.5%,18.2%,9.1%,0.0%,0.0%,32.1%,37.7%,30.2%,24.5%,37.7%,37.7%,284,104,180
TAMPA BAY RAYS,Randy Arozarena,batted-ball,Batter,Handedness,2022,vs R,2.17,19.8%,54.9%,25.3%,17.4%,17.4%,13.0%,0.0%,41.2%,36.8%,22.0%,18.1%,51.6%,30.2%,1102,400,702
TAMPA BAY RAYS,Taylor Walls,batted-ball,Batter,Handedness,2022,vs R as L,1.05,18.9%,41.4%,39.6%,6.8%,6.8%,6.5%,0.0%,40.2%,33.9%,25.9%,17.9%,58.9%,23.2%,705,258,447
TAMPA BAY RAYS,Taylor Walls,batted-ball,Batter,Handedness,2022,vs L as R,0.76,22.9%,33.3%,43.8%,4.8%,0.0%,18.8%,0.0%,41.7%,35.4%,22.9%,16.7%,52.1%,31.3%,264,108,156
TAMPA BAY RAYS,Taylor Walls,batted-ball,Batter,Handedness,2022,vs L,0.76,22.9%,33.3%,43.8%,4.8%,0.0%,18.8%,0.0%,41.7%,35.4%,22.9%,16.7%,52.1%,31.3%,264,108,156
TAMPA BAY RAYS,Taylor Walls,batted-ball,Batter,Handedness,2022,vs R,1.05,18.9%,41.4%,39.6%,6.8%,6.8%,6.5%,0.0%,40.2%,33.9%,25.9%,17.9%,58.9%,23.2%,705,258,447
TAMPA BAY RAYS,Josh Lowe,batted-ball,Batter,Handedness,2022,vs L as L,0.78,15.8%,36.8%,47.4%,0.0%,0.0%,0.0%,0.0%,21.1%,42.1%,36.8%,10.5%,57.9%,31.6%,160,62,98
TAMPA BAY RAYS,Josh Lowe,batted-ball,Batter,Handedness,2022,vs R as L,0.89,23.9%,35.8%,40.3%,0.0%,7.4%,8.3%,0.0%,29.4%,44.1%,26.5%,19.1%,57.4%,23.5%,463,164,299
TAMPA BAY RAYS,Josh Lowe,batted-ball,Batter,Handedness,2022,vs L,0.78,15.8%,36.8%,47.4%,0.0%,0.0%,0.0%,0.0%,21.1%,42.1%,36.8%,10.5%,57.9%,31.6%,160,62,98
TAMPA BAY RAYS,Josh Lowe,batted-ball,Batter,Handedness,2022,vs R,0.89,23.9%,35.8%,40.3%,0.0%,7.4%,8.3%,0.0%,29.4%,44.1%,26.5%,19.1%,57.4%,23.5%,463,164,299
TAMPA BAY RAYS,Francisco Mejía,batted-ball,Batter,Handedness,2022,vs R as L,1.07,21.5%,40.5%,38.0%,6.7%,16.7%,3.1%,0.0%,59.5%,30.4%,10.1%,15.2%,57.0%,27.8%,430,95,335
TAMPA BAY RAYS,Francisco Mejía,batted-ball,Batter,Handedness,2022,vs L as R,2.1,22.5%,52.5%,25.0%,0.0%,0.0%,0.0%,0.0%,32.5%,35.0%,32.5%,25.0%,60.0%,15.0%,153,44,109
TAMPA BAY RAYS,Francisco Mejía,batted-ball,Batter,Handedness,2022,vs R as R,1.0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,4,2,2
