Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
CINCINNATI REDS,Matt Reynolds,advanced,Pitcher,Handedness,2022,vs L,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.5,1.5,0.333,0.0%,3.11,7.58
CINCINNATI REDS,Matt Reynolds,advanced,Pitcher,Handedness,2022,vs R,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.5,3.0,0.5,100.0%,12.11,14.35
CINCINNATI REDS,Luis Castillo,advanced,Pitcher,Handedness,2022,vs L,8.73,3.82,2.29,0.82,22.5%,9.9%,12.7%,0.202,1.18,0.242,70.7%,3.81,3.84
CINCINNATI REDS,Luis Castillo,advanced,Pitcher,Handedness,2022,vs R,9.95,2.13,4.67,0.47,27.8%,6.0%,21.9%,0.214,1.03,0.289,78.0%,2.37,2.87
CINCINNATI REDS,Hunter Greene,advanced,Pitcher,Handedness,2022,vs L,12.02,4.64,2.59,1.9,31.1%,12.0%,19.1%,0.209,1.29,0.258,69.8%,4.87,4.01
CINCINNATI REDS,Hunter Greene,advanced,Pitcher,Handedness,2022,vs R,10.55,3.16,3.33,2.74,26.7%,8.0%,18.7%,0.262,1.38,0.292,75.3%,5.99,4.09
CINCINNATI REDS,Nick Lodolo,advanced,Pitcher,Handedness,2022,vs L,9.82,4.91,2.0,0.0,25.0%,12.5%,12.5%,0.154,1.09,0.222,80.0%,3.38,4.6
CINCINNATI REDS,Nick Lodolo,advanced,Pitcher,Handedness,2022,vs R,12.63,3.05,4.14,1.74,29.6%,7.1%,22.4%,0.318,1.69,0.436,83.3%,4.27,3.05
CINCINNATI REDS,Graham Ashcraft,advanced,Pitcher,Handedness,2022,vs L,4.78,1.69,2.83,0.28,13.7%,4.8%,8.9%,0.209,0.94,0.235,75.2%,3.2,3.73
CINCINNATI REDS,Graham Ashcraft,advanced,Pitcher,Handedness,2022,vs R,5.96,2.38,2.5,1.59,12.8%,5.1%,7.7%,0.349,1.94,0.378,69.3%,5.14,4.88
CINCINNATI REDS,Mike Minor,advanced,Pitcher,Handedness,2022,vs L,8.78,1.35,6.5,2.03,24.5%,3.8%,20.8%,0.216,0.98,0.229,100.0%,4.53,3.73
CINCINNATI REDS,Mike Minor,advanced,Pitcher,Handedness,2022,vs R,6.93,3.65,1.9,3.28,16.2%,8.5%,7.7%,0.31,1.66,0.293,64.8%,8.01,5.75
